StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,1_1,1_2,1_3,1_8,1_9,2_1,2_2,2_3,2_8,2_9,imid,Q_Language,group,SC1,SC2,SC3,controls
2021-10-24 01:39:31,2021-10-24 01:41:08,IP Address,100,97,True,2021-10-24 01:41:08,R_UAVBcr3M3lmlFoB,anonymous,NL,1,"Corona ",Huizemarkt,"Energietarieven ",Klimaat,"Veiligheid ",Corona,"Vluchtelingen ",Ambassadeur Turkije,Steekpartij Den Bosch,"Rico Verhoeven ",3855030,NL,NOS,0,1,4,yes
2021-10-24 01:40:11,2021-10-24 01:41:37,IP Address,100,86,True,2021-10-24 01:41:38,R_1d0GDWLVPRyENAC,anonymous,NL,1,Corona,Huizen tekort,nieuw kabinet,Economie,Racisme,Corona,Nieuw kabinet,Economie,Huizen tekort,racisme,4413564,NL,FB,2,4,3,yes
2021-10-24 01:33:02,2021-10-24 01:41:58,IP Address,100,535,True,2021-10-24 01:41:58,R_ehBVVF4yiv5ZOrn,anonymous,NL,1,Asielopvang,Toeslagenregelingen,Corona,Bestorming Capitol,Steekincidenten,Asielbedden Middelburg,Losse Flodders gebruiken,Turkije zet Ambassadeurs uit,"Toeslagenregelingen ","Meer covid-maatregelen in Ziekenhuizen ",3119751,NL,FB,0,5,2,no
2021-10-24 01:40:04,2021-10-24 01:43:09,IP Address,100,184,True,2021-10-24 01:43:09,R_3jdEmk8w0YrkXzs,anonymous,NL,0.89999997615814208984375,"Max Verstappen ",Rico Verhoeven,Alec Baldwin,Corona,"Drugsbaas Colombia opgepakt ",Corona,Aardbeving Taiwan,"Rico Verhoeven ",Zomertijd,Alec Baldwin,4020447,NL,NOS,0,0,4,yes
2021-10-24 01:38:10,2021-10-24 01:44:20,IP Address,100,370,True,2021-10-24 01:44:21,R_1GPRNYnqKT6EPll,anonymous,NL,1,"Kabinetsformatie ",Nieuwe Covid gevallen,Woningmarkt,Stikstofprobleem,"Lerarentekort ",Lokale lockdowns,Hekken langs buitengrenzen Europa,Hooligans probleem,Ontwrichte wereldeconomie,Ajax - PSV,4031731,NL,FB,0,3,2,yes
2021-10-24 01:32:07,2021-10-24 01:44:28,IP Address,100,741,True,2021-10-24 01:44:28,R_1otIL9iWdhBGpvZ,anonymous,NL,1,huisvesting/woningnood,toeslagenaffaire,kabinetsformatie,milieu/klimaat,energiekosten,Turkije zet 10 ambassadeurs land uit,mogelijk lockdown ongevaccineerden in Oostenrijk,leider drugsbende opgepakt in Colombia,Middelburg vangt 250 asielzoekers op,losse flodders in de ban,480907,NL,FB,0,4,0,yes
2021-10-24 01:41:35,2021-10-24 01:44:40,IP Address,100,184,True,2021-10-24 01:44:40,R_SMBdAx1FYq8lOzn,anonymous,NL,1,Corona,Kabinet,Woningnood,Milieu,Energie,Corona,"Diplomaten uit Turkije ",Rico Verhoeven wereldkampioen,"Max Verstappen vertrekt pole position ",Steekpartij in Den Bosch,1865934,NL,FB,0,5,0,yes
2021-10-24 01:43:21,2021-10-24 01:45:01,IP Address,100,99,True,2021-10-24 01:45:01,R_1oG3sBID8RdrlAC,anonymous,NL,1,"Milieu ","Formatie ","Vluchtelingen ","Overbevolking ","Verharding samenleving ","Milieu ","Verharding samenleving ","Vluchtelingen ","Formatie ",Bevolkingsgroei,3148974,NL,NOS,1,0,5,yes
2021-10-24 01:40:52,2021-10-24 01:45:03,IP Address,100,250,True,2021-10-24 01:45:03,R_1IuyTG1nz0xvlN4,anonymous,NL,1,Hoge corona besmettingscijfers,Klimaat,AZC te vol,Kabinetsformatie,Gedupeerden toeslagenaffaire,Middelburg maakt plek voor 250 asielzoekers,Beruchte drugsbaron Colombia opgepakt,Kamerleden ontstemd over komende uitzetting ambassadeurs in Turkije,Vrouw overleden na steekincident Den Bosch,"Verstappen pole position in Austin, Texas",3181318,NL,NOS,0,0,5,yes
2021-10-24 01:41:38,2021-10-24 01:45:26,IP Address,100,227,True,2021-10-24 01:45:26,R_A6iVmww0hVlNaGR,anonymous,NL,1,misdaad,woningnoood,regering,co2,corona,alec baldwin,immigranten,verkrachtigingen,hooligans,voedsel dolfijn,3154649,NL,FB,2,3,2,no
2021-10-24 01:41:50,2021-10-24 01:45:33,IP Address,100,223,True,2021-10-24 01:45:34,R_1mDCZyf0hxu9D60,anonymous,NL,1,huisvesting,werkgelegenheid,migratie,scholing,milieu,oorlog,vluchtelingen,milieu,europa,weer,53389,NL,GA,3,3,0,yes
2021-10-24 01:40:22,2021-10-24 01:46:50,IP Address,100,388,True,2021-10-24 01:46:51,R_2EuUfCUaXUBW3Py,anonymous,NL,1,"Formatie kabinet ",Coronapandemie,Woningnood,Toeslagenbeleid,"Opvang asielzoekers ",Ajax PSV,"Marathon Rotterdam ",Colombia pakt leider drugsbende,Turkije zet ambassadeurs uit,"Extra asiel bedden in Middelburg ",4096459,NL,GA,5,0,0,yes
2021-10-24 01:40:47,2021-10-24 01:47:08,IP Address,100,380,True,2021-10-24 01:47:08,R_3iOPtTLoYWDb1T5,anonymous,NL,0.89999997615814208984375,Formatie kabinet,Klimaat,Zorg corona,Sport wielrennen,"Corona pas discussie ",Taliban,"Evacuatie Afghanistan ",Asielzoekers plekken,WK,Drugs,3337224,NL,GA,4,5,5,yes
2021-10-24 01:47:23,2021-10-24 01:47:42,IP Address,100,19,True,2021-10-24 01:47:43,R_3lJIUXlARhGAxES,anonymous,NL,0.89999997615814208984375,,,,,,,,,,,3337224,NL,,,,,
2021-10-24 01:48:11,2021-10-24 01:49:27,IP Address,100,76,True,2021-10-24 01:49:28,R_0jFMaSE8BCE6HoB,anonymous,NL,1,turkije,klimaat,wonen,politie,gasboringen,turkije,wonen,klimaat,criminaliteit,politie,3135565,NL,GA,3,0,4,yes
2021-10-24 01:48:22,2021-10-24 01:50:13,IP Address,100,110,True,2021-10-24 01:50:13,R_z2LtERa8vmP1tEB,anonymous,NL,1,vuurwerk,nieuws,loon,pensioen,regering,jornaal,nieuws,loon,regering,pensioen,43450,NL,FB,1,5,5,yes
2021-10-24 01:50:54,2021-10-24 01:53:23,IP Address,100,149,True,2021-10-24 01:53:23,R_3ezy1zHyIUGyyVb,anonymous,NL,0.89999997615814208984375,Corona,"Asielbeleid ",Klimaat,"Toeslagenfraude ","Kabinetsformatie ",Steekpartij den Bosch,Rico Verhoeven wint,Uitzetting ambassadeurs Turkije,Klimaat,Kabinet,481233,NL,GA,3,5,0,yes
2021-10-24 01:51:56,2021-10-24 01:54:01,IP Address,100,125,True,2021-10-24 01:54:02,R_3lSVBQlkAx2bprg,anonymous,NL,0.89999997615814208984375,vluchtelingen,gascrisis,huizenmarkt,klimaat,co2,klimaat,co2,huizenmarkt,gascrisis,vluchtelingen,43250,NL,FB,0,5,0,no
2021-10-24 01:53:14,2021-10-24 01:56:08,IP Address,100,174,True,2021-10-24 01:56:08,R_2tcdfvs7c3u0CAR,anonymous,NL,1,marathon,corona,toename infecties,weer,formule een,uitzetting ambassadeur,corona,weer,sport,steekpartij den bosch,3852749,NL,NOS,2,3,5,yes
2021-10-24 01:53:16,2021-10-24 01:56:45,IP Address,100,208,True,2021-10-24 01:56:45,R_3oHhEAuJyH91Ohc,anonymous,NL,1,covid,criminaliteit,pensioenen,jeugdterreur,formatie,straatterreur,covid,turkije,pensioenen,inflatie,3120459,NL,FB,2,5,2,yes
2021-10-24 01:58:12,2021-10-24 01:59:55,IP Address,100,103,True,2021-10-24 01:59:55,R_2zu8iYnNBkAndvE,anonymous,NL,1,Tweede kamer,Rico verhoeven,Asielzoekers,Rotterdam marathon,Steekincident,Tweede kamer,Rico verhoeven,Steekincident,Asielzoekers,Rotterdam marathon,727824,NL,FB,1,5,0,yes
2021-10-24 01:59:44,2021-10-24 02:02:05,IP Address,100,140,True,2021-10-24 02:02:05,R_eVva1Q2m4FNWBrP,anonymous,NL,1,Corona,Abba,Moord,"Doodslag ","Alec Baldwin ","Coronacijfers ",Wintertijd,"Energie prijs ","Benzine kosten ","Abba ",345053,NL,FB,0,5,5,yes
2021-10-24 02:00:37,2021-10-24 02:02:35,IP Address,100,117,True,2021-10-24 02:02:35,R_1nQ43gYNpPWQOL4,anonymous,NL,1,corona,energieprijs,huis vesting,regering,buitenlanders,corona,energie,f1,voetbal,geen idee,50602,NL,NOS,0,0,5,no
2021-10-24 01:56:33,2021-10-24 02:03:32,IP Address,100,418,True,2021-10-24 02:03:32,R_3L2b8QUpB6NcWXf,anonymous,NL,1,Wonen,Toeslagenaffaire,Milieu,Geweld op straat,Kabinetsformatie,Coronabesmettingen,Sport,Geweld op straat,Wonen,Energieprijzen,5057625,NL,NOS,0,0,3,yes
2021-10-24 02:03:31,2021-10-24 02:06:06,IP Address,100,155,True,2021-10-24 02:06:06,R_2wz9oXr9JmL4qkY,anonymous,NL,1,zorg,vluchtelingen,pensioen,energie,huizen markt,f1,energie,toeslagen affeire,zorg,covid,172122,NL,NOS,0,2,3,no
2021-10-24 02:04:19,2021-10-24 02:06:55,IP Address,100,156,True,2021-10-24 02:06:55,R_27CdZhkLC6wt9U6,anonymous,NL,1,Criminaliteit,Klimaat,Milieu,Gezondheid,Corona,Verstappen op pole,250 opvangplekken in Middelburg,de 40 ste Maraton van Rotterdam,Wk Turnen,Verhoeven prolongeert Wereldtitel,444237,NL,NOS,0,0,5,yes
2021-10-24 02:05:28,2021-10-24 02:08:08,IP Address,100,160,True,2021-10-24 02:08:08,R_3lYPGvvXK9XJQTi,anonymous,NL,1,Corona,Klimaat,"Toeslagen affaire ","Veiligheid ","Bestuur ",Corona toename,Schietincident film,"Voetbal ","Veiligheid ",1e nachtvorst,489084,NL,FB,0,3,0,yes
2021-10-24 02:03:01,2021-10-24 02:08:12,IP Address,100,311,True,2021-10-24 02:08:12,R_2WIMvIvK6wROqHN,anonymous,NL,1,"Vrouw 20 jaar doodgestoken in Den Bosch ","Discussie over zomertijd laait weer op ",Covid,Machtigste drugsbaas Colombia opgeakt,"Oosterijkse lockdown voor niet gevaccineerde ","Oostenrijkse lockdown voor niet gevaccineerde ",Covid,Vrouw dood gestoken,"Discussie over zomertijd laait weer op ",Rico verhoeven blikft titel behouden,4012731,NL,FB/NOS/GA,3,5,3,yes
2021-10-24 02:06:59,2021-10-24 02:12:14,IP Address,100,314,True,2021-10-24 02:12:14,R_2B5JiJQjHheXdNq,anonymous,NL,1,Nieuwe corona matregelen,"Level opvang ",Prikken staphorst,Ziekenhuis loopt op,Nederland kleurt meer rood,Pole Verstappen,"Verhoeven wint ",Vluchten Marokko,Consuls weg uit Turkeye,Baldwin dood regiseur,4434405,NL,GA,5,0,2,yes
2021-10-24 02:03:03,2021-10-24 02:14:33,IP Address,100,690,True,2021-10-24 02:14:33,R_3kLHHWanO54QVY1,anonymous,NL,1,schiet incidenten,Te kort opvang,Picasso geveild,Nico Verhoeven,Max verstappen,schiet incident 2 mensen omgekomen,2 kinderen bij autorace omgekomen in Texas,Columbiaanse drugs baron gepakt,camera vrouw,Verhoeven werd niet herkend op telefoon na gevecht,4876236,NL,NOS,2,3,5,yes
2021-10-24 02:13:46,2021-10-24 02:16:01,IP Address,100,135,True,2021-10-24 02:16:01,R_3h5e1VOyWJzPHKZ,anonymous,NL,1,Immigratie,Formatie,Klimaat,Woningnood,Corona,Grote drugsbaron opgepakt,Verhoeven behoudt titel,10 ambassadeurs uit Turkije gezet,Steekpartij den Bosch,Coronacijfers lopen op,2802433,NL,NOS,1,1,5,yes
2021-10-24 02:09:00,2021-10-24 02:18:09,IP Address,100,549,True,2021-10-24 02:18:09,R_3fkgFDlZbofNFue,anonymous,NL,0.89999997615814208984375,Coronacijfers,Asielzoekers,Woningnood,Milleu,Wangedrag,Verhoeven,Verstappen,Vrouw doodgestoken,Zomertijd,Drugszaak opgepakt,4073820,NL,GA,3,1,3,yes
2021-10-24 02:18:18,2021-10-24 02:18:41,IP Address,100,23,True,2021-10-24 02:18:41,R_2ZKWkIkoyQBAUiG,anonymous,NL,0.89999997615814208984375,Ekfj,Gkgk,Gkgk,Glgk,Glgk,Fnfnfn,Gkgk,Fifk,Ejej,Ziix,4538116,NL,GA,3,2,3,no
2021-10-24 02:15:03,2021-10-24 02:19:36,IP Address,100,272,True,2021-10-24 02:19:36,R_2fp8lzqAIZWJaY4,anonymous,NL,1,klimaat,vluchtelingenopvang,wantrouwen overheid,energiecrisis,inflatie,toenemende coronabesmettingen,operaties worden weer uitgesteld,opvang vluchtelingen,gasprijzen,Osman Kavala,175805,NL,NOS,1,0,4,no
2021-10-24 02:21:11,2021-10-24 02:25:43,IP Address,100,271,True,2021-10-24 02:25:43,R_AzzIrFReRRGZw6B,anonymous,NL,0.89999997615814208984375,"milieu ","voedsel ","elektrische technologie ",leen vervoer,elektrische betalen,"gezond voedsel ","milieu ","elektronische apparaten ","elektrische auto's ","contact geld elektrische ",2765141,NL,GA,5,2,0,no
2021-10-24 02:27:10,2021-10-24 02:31:55,IP Address,100,285,True,2021-10-24 02:31:56,R_2z7ofFmAAAOTDCo,anonymous,NL,0.89999997615814208984375,Covidmaatregelen,Ambassadeurs Turkeye,aasielzoekersbedden,?,?,Vrouw overleden na steekincident,Brand containerschip Canada,RVS kraakt toeslagenregeling,?,?,484086,NL,GA,4,5,4,yes
2021-10-24 02:30:13,2021-10-24 02:32:50,IP Address,100,157,True,2021-10-24 02:32:50,R_2ExW4aX12iZizO7,anonymous,NL,0.89999997615814208984375,Coronacrisis,"Hoog aantal besmettingen ",Ziekenhuiscapaciteit,Afzeggen geplande zorg,"Criminaliteit ","Corona besmettingen ","Volle ziekenhuizen ","Criminaliteit ",Voetbal,"Onderwijs ",4408379,NL,NOS,1,0,5,yes
2021-10-24 02:33:10,2021-10-24 02:34:48,IP Address,100,98,True,2021-10-24 02:34:49,R_2CjG2hlysDv04JR,anonymous,NL,0.89999997615814208984375,"Corona ","Kabinet ","Toeslagen affaire ","Asielzoekers ","Voetbalgeweld ","Steekpartij den Bosch ","Rico Verhoeven ",Max Verstappen pole position,"Corona ",Asielzoekers huizen,4074650,NL,FB,2,5,3,yes
2021-10-24 02:34:43,2021-10-24 02:35:43,IP Address,100,60,True,2021-10-24 02:35:44,R_2dJTcBWIfXTwXNc,anonymous,NL,0.89999997615814208984375,Politiek,Milieu,Corona,Woningtekort,Gasprijzen,Fornule 1,Rico verhoeven,Corona,Weerbericht,Stijgende prijzen,3179119,NL,FB,0,5,4,no
2021-10-24 02:34:38,2021-10-24 02:36:37,IP Address,100,118,True,2021-10-24 02:36:37,R_2f1f1uvSr7i0m2J,anonymous,NL,0.89999997615814208984375,pandemie,gezondheidszorg,woningtekort,afghanen,gastekort,rotterdamse marathon,pandemie,brand containerschip,afghanen,vaccinatie,3132317,NL,NOS,0,0,5,yes
2021-10-24 02:36:08,2021-10-24 02:37:24,IP Address,100,76,True,2021-10-24 02:37:25,R_Rh1dkst2MgcaIdH,anonymous,NL,0.89999997615814208984375,Klimaat,"Woningtekort ",Corona,"Grondstoffen ","Energieprijzen ",Rico wint,Verstappen op pole,Turkije zet ambassadeurs uit,Steekpartij in den bosch,Mild weer dit weekend,1739633,NL,FB,1,5,3,yes
2021-10-24 02:33:24,2021-10-24 02:38:56,IP Address,100,332,True,2021-10-24 02:38:56,R_3m4wFq5bnYikbCn,anonymous,NL,0.89999997615814208984375,Nieuwe corona maatregelen nodig?,Wat te doen met stijging ic door corona?,Wat te doen met vluchtelingen problematiek?,Wanneer is kabinet gevormd?,Hoe niet gevaccineerde probleem corona op te lossen?,"Vrouw van 21 doodgestoken ","Man in woning met kinderen doodgestoken ",Pole positie voor verstappen,Verhoeven zwaar gehavend maar wel gewonnen,"Het wordf zonnig herfstweer ",574428,NL,FB,0,5,3,yes
2021-10-24 02:34:30,2021-10-24 02:40:10,IP Address,100,340,True,2021-10-24 02:40:10,R_DRXBY4ugWKiZi4V,anonymous,NL,1,Nog altijd geen nieuwe regering,Matchfixing in Nederlandse sport.,Asielopvangcrisis.,Aanhoudende steekincidenten.,Overbelasting ziekenhuizen.,UItwuhzen ambassadeurs door Turkije.,Faceboek bijgedragen aan toename geweld.,"EU en UK geen oplossing Noord-Ierland,",Rusland levert alleen gas via omstreden pijpleiding.,4000 meldingen sexsueel misbruik door taxidienst in Amerika.,168500,NL,NOS,0,0,5,yes
2021-10-24 02:36:23,2021-10-24 02:40:51,IP Address,100,267,True,2021-10-24 02:40:52,R_2XgFwM4vS4ccemO,anonymous,NL,1,Tekort aan zorgbedden,Klimaatproblematiek,Energieprijzen,woningtekort,besmettingshaarden,Blinde  vrouw kan weer zien,Nederlanders komen uit Marokko,twee mensen doodgestoken/doodgeschoten,Rappar Murda aangekomen,Diplomaten persona non grata verklaard door Turkije,2764624,NL,NOS,0,0,3,yes
2021-10-24 02:37:43,2021-10-24 02:41:12,IP Address,100,208,True,2021-10-24 02:41:12,R_2CD1nkGrx5brLUg,anonymous,NL,0.89999997615814208984375,stikstofuitstoot,woningnood,asielopvang,gezondheidszorg,energieprijzen,marathon rotterdam,uitzetting anbassadeur,Ajax psv,if bedden,uitzetting ambassadeur,5026718,NL,GA,3,5,5,yes
2021-10-24 02:39:58,2021-10-24 02:43:08,IP Address,100,190,True,2021-10-24 02:43:09,R_bQngrmoRgvviktr,anonymous,NL,1,corona,woningnood,klimaat,energieprijzen,stikstof,druk op zorg,opvang asielzoekers,steekpartij den bosch,energieprijzen,klimaat,5024188,NL,GA,3,5,5,yes
2021-10-24 02:41:39,2021-10-24 02:44:48,IP Address,100,189,True,2021-10-24 02:44:48,R_2ZWhIR22sGQrmJn,anonymous,NL,0.89999997615814208984375,Vluchtelingen,Energie(prijzen),Huizenprijzen,Sociale woningbouw,Corona mbt ICs,Marathon Rotterdam,F1 usa,Zonnig weer,Marokko,Meer IC opnames,5009904,NL,GA,5,5,5,yes
2021-10-24 02:43:43,2021-10-24 02:44:50,IP Address,100,67,True,2021-10-24 02:44:51,R_Td5Lj1unOJxeqcx,anonymous,NL,1,klimaat,corona,energie,armoede,onderwijs,corona,energie,klimaat,armoede,onderwijs,5031767,NL,FB,0,4,2,yes
2021-10-24 02:44:37,2021-10-24 02:45:53,IP Address,100,76,True,2021-10-24 02:45:54,R_263TO7PQVYFeBjk,anonymous,NL,1,Zorg,Corona,Klimaat,Woningmarkt,Onderwijs,Corona,Klimaat,Woningmarkt,Zorg,Onderwijs,5025828,NL,FB,0,5,2,yes
2021-10-24 02:42:41,2021-10-24 02:48:00,IP Address,100,318,True,2021-10-24 02:48:01,R_1im2ikzbUk5Edhb,anonymous,NL,1,Covid,Ambassadeurs en Erdogan,Schiet incident,titel gevecht,nieuwe dorp,Erdogan,schiet incident,covid,titelgevecht,nieuwe dorp,480184,NL,FB,0,5,3,no
2021-10-24 02:49:06,2021-10-24 02:51:19,IP Address,100,132,True,2021-10-24 02:51:19,R_vlgBNnrvKjwCcs9,anonymous,NL,1,ziekebhuis opname,asielzoekers,personeel scholen,corona,natuur,corona,ziekenhuis,scholen,luchtvervuiling,asielzoekers,480823,NL,NOS,0,0,5,no
2021-10-24 02:51:48,2021-10-24 02:54:13,IP Address,100,144,True,2021-10-24 02:54:13,R_3nGy729BSaRCNsO,anonymous,NL,1,Vorming van een nieuw kabinet,Corona pandemie,Energie prijzen,Onderwijs,Maatschappelijk welzijn,Corona cijfers,Europa,Afhandeling toeslagen affaire,Onderwijs,Energie prijzen,4780007,NL,FB,0,5,0,yes
2021-10-24 02:52:54,2021-10-24 02:55:07,IP Address,100,133,True,2021-10-24 02:55:07,R_3HOdg9r2geVUuZe,anonymous,NL,1,Corona,Vluchtelingen,Milieu,Economie,Ploitiek,Corona,Vluchtelingen,Milieu,Economie,Gezondheid,172983,NL,NOS,0,2,4,no
2021-10-24 02:45:00,2021-10-24 02:55:13,IP Address,100,613,True,2021-10-24 02:55:14,R_3GuHSKvZAAJYLXI,anonymous,NL,0.89999997615814208984375,asielaanvragen,werken verkocht van picasso voor100 miljoen dollar,verhoeven gehavend maar wedstrijd gewonnen,barack obama en bruce springsteen te gast vanavond bij humberto,moeizaam verloop gesprekken van eu en groot britania inzake grens ierland,turkije wijst ambassadeurs uit,jonge vrouw overleden na steekpertij in den bosch,autos uitgebrand in nijkerk,container uitgebrand in spakenburg,o ja angela merkel heeft de karel de grot prijs gekregen,43596,NL,FB,0,5,2,yes
